date,MMM,AOS,ABT,ABBV,ACN,ADBE,AAP,AES,AFL,A,APD,AKAM,ALB,ARE,ALLE,LNT,ALL,GOOGL,MO,AMZN,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,AME,AMGN,APH,ANSS,APA,AAPL,AMAT,APTV,ADM,ANET,AJG,AIZ,T,ATO,ADSK,ADP,AZO,AVB,AVY,BAC,BAX,BDX,BBY,BIO,BIIB,BLK,BA,BKNG,BWA,BXP,BSX,BMY,AVGO,BR,CHRW,CDNS,CPB,COF,CAH,KMX,CCL,CAT,CBOE,CBRE,CDW,CE,CNC,CNP,CF,SCHW,CHTR,CVX,CMG,CB,CHD,CI,CINF,CTAS,CSCO,C,CFG,CME,CMS,KO,CTSH,CL,CMCSA,CMA,CAG,COP,ED,STZ,CPRT,GLW,COST,CCI,CSX,CMI,CVS,DHI,DHR,DRI,DVA,DE,DAL,XRAY,DVN,DXCM,DLR,DFS,DG,DLTR,D,DPZ,DOV,DTE,DUK,DD,DXC,EMN,ETN,EBAY,ECL,EIX,EW,EA,EMR,ETR,EOG,EFX,EQIX,EQR,ESS,EL,ES,EXC,EXPE,EXPD,EXR,XOM,FFIV,FB,FAST,FRT,FDX,FIS,FITB,FE,FLS,FMC,F,FTNT,FTV,BEN,FCX,GPS,GRMN,IT,GD,GE,GIS,GM,GPC,GILD,GPN,GL,GS,GWW,HAL,HBI,HIG,HAS,HCA,HSIC,HES,HPE,HLT,HOLX,HD,HON,HRL,HST,HPQ,HUM,HBAN,IEX,IDXX,INFO,ILMN,INCY,INTC,ICE,IBM,IFF,IP,IPG,INTU,ISRG,IVZ,IPGP,IQV,IRM,JBHT,JKHY,J,SJM,JNJ,JCI,JPM,JNPR,K,KEY,KEYS,KMB,KIM,KMI,KLAC,KHC,KR,LB,LH,LRCX,LVS,LEG,LDOS,LEN,LLY,LNC,LKQ,LMT,L,LOW,LUMN,LYB,MTB,MPC,MAR,MMC,MLM,MAS,MA,MKC,MCD,MCK,MDT,MRK,MET,MTD,MGM,MCHP,MU,MSFT,MAA,MHK,TAP,MDLZ,MNST,MCO,MS,MSI,MSCI,NDAQ,NTAP,NFLX,NWL,NEM,NWSA,NEE,NKE,NI,NSC,NTRS,NOC,NCLH,NOV,NRG,NUE,NVDA,NVR,ORLY,OXY,OMC,OKE,ORCL,PKG,PH,PAYX,PYPL,PNR,PEP,PRGO,PFE,PM,PSX,PNW,PNC,PPG,PPL,PFG,PG,PGR,PLD,PRU,PEG,PSA,PHM,PVH,QRVO,QCOM,PWR,DGX,RL,RJF,O,REG,REGN,RF,RSG,RMD,RHI,ROK,ROL,ROP,ROST,RCL,SPGI,CRM,SBAC,SLB,STX,SEE,SRE,NOW,SHW,SPG,SWKS,SLG,SNA,SO,LUV,SWK,SBUX,STT,SYK,SYF,SNPS,SYY,TMUS,TROW,TPR,TGT,TEL,TFX,TER,TSLA,TXN,TXT,BK,CLX,COO,HSY,MOS,TRV,DIS,TMO,TJX,TSCO,TT,TDG,TRMB,TSN,USB,UDR,ULTA,UAA,UNP,UAL,UPS,URI,UNH,UHS,UNM,VLO,VTR,VRSN,VRSK,VZ,VRTX,VFC,V,VNO,VMC,WRB,WBA,WMT,WM,WAT,WEC,WFC,WELL,WDC,WU,WAB,WY,WHR,WMB,WYNN,XEL,XYL,YUM,ZBH,ZTS
28-Feb-25,155.12,66.48,138.01,209.03,348.5,438.56,36.9,11.59,109.47,127.92,316.15,80.68,77.03,102.26,128.71,64.53,199.15,170.28,55.85,212.28,101.56,14.35,106.05,300.96,82.94,205.62,135.97,537.3,189.3,308.06,66.6,333.25,20.7,241.84,158.07,65.12,47.2,93.05,337.74,207.89,27.41,152.13,274.21,315.18,3493.01,226.18,187.97,46.1,34.51,225.53,89.91,265.16,140.5,977.78,174.63,5016.01,29.77,70.93,103.79,59.62,199.43,241.22,101.62,250.5,40.06,200.55,129.48,82.97,23.93,343.95,210.8,141.94,178.2,50.94,58.16,34.38,81.02,79.53,363.57,158.62,53.97,285.48,111.2,308.85,147.81,207.5,64.11,79.95,45.77,253.77,73.05,71.21,83.33,91.17,35.88,64.33,25.54,99.15,101.52,175.5,54.8,50.15,1048.61,94.1,32.01,368.18,65.72,126.81,207.76,200.46,147.88,480.79,60.12,16.55,36.22,88.37,156.32,195.19,74.18,72.86,56.62,489.71,198.77,133.7,117.49,81.77,18.37,97.85,293.32,64.74,269.01,54.44,71.62,129.12,121.61,87.31,126.94,245.2,904.62,74.17,311.57,71.91,63.01,44.2,197.96,117.36,152.56,111.33,292.43,668.2,75.73,105.42,262.9,71.12,43.47,38.77,55.04,36.9,9.55,108.01,79.54,20.25,36.91,22.61,228.93,498.32,252.6,206.98,60.62,49.13,124.88,114.31,105.28,127.43,622.29,1021.21,26.37,6.03,118.28,65.11,306.3,72.17,148.94,19.81,264.96,63.39,396.6,212.89,28.63,16.13,30.87,270.42,16.47,194.33,437.11,20.72,88.74,73.5,23.73,173.23,252.44,81.81,56.35,27.4,613.84,573.15,17.39,58.19,188.8,93.17,161.19,173.59,128.11,110.53,165.02,85.66,264.65,36.2,82.9,17.32,159.53,142.01,22.1,27.1,708.84,30.71,64.82,69.18,251.04,76.74,44.71,9.17,129.97,119.63,920.63,39.0,42.19,450.37,86.67,248.64,4.72,76.83,191.72,150.18,280.45,237.84,483.14,75.18,576.31,82.61,308.33,640.26,92.02,92.25,86.18,1272.72,34.76,58.86,93.63,396.99,168.12,117.59,61.29,64.23,54.65,503.94,133.11,440.22,590.51,82.78,99.81,980.56,6.42,42.84,28.62,70.17,79.43,40.81,245.75,110.22,461.74,22.72,14.92,105.71,137.47,124.92,7245.58,1373.64,48.84,82.76,100.39,166.06,213.09,668.51,151.67,71.05,94.2,153.47,29.0,26.43,155.28,129.69,92.54,191.92,113.22,35.21,89.04,173.84,282.0,123.92,115.1,81.15,303.62,103.28,74.84,72.69,157.17,259.63,172.9,271.14,154.67,57.03,76.7,698.74,23.71,237.02,233.52,59.09,287.15,52.39,584.5,140.32,246.1,533.74,297.85,217.9,41.66,101.91,34.18,71.57,929.76,362.27,186.09,66.66,64.54,341.17,89.79,31.06,86.53,115.81,99.23,386.19,60.68,457.28,75.54,269.69,105.72,85.42,124.24,154.03,132.75,109.86,292.98,195.99,74.73,88.95,156.39,90.38,172.71,23.92,258.49,113.8,528.96,124.76,55.35,353.7,1367.2,71.98,61.34,46.9,45.18,366.36,6.81,246.69,93.81,119.03,642.32,474.96,175.25,82.29,130.73,69.18,237.88,296.91,43.1,479.79,24.93,362.71,42.04,247.31,63.08,10.68,98.61,232.78,377.34,106.69,78.32,153.51,48.93,10.83,185.36,30.1,101.79,58.18,89.32,72.1,130.89,156.37,104.32,167.24
27-Feb-25,150.52,65.94,135.87,205.02,356.87,437.19,36.96,10.38,107.43,127.08,312.41,77.87,78.97,100.94,127.39,63.85,195.06,168.5,55.08,208.74,99.47,14.53,105.16,294.2,79.69,203.97,134.02,526.07,187.33,305.82,65.46,330.37,20.42,237.3,156.64,65.32,46.59,91.57,333.17,211.04,26.9,149.64,282.35,311.3,3444.69,223.02,185.49,44.12,35.1,224.16,88.62,265.63,139.88,944.89,173.83,4918.13,29.61,70.04,100.8,58.8,197.8,237.42,99.24,248.56,39.85,196.98,127.47,81.96,23.5,340.0,208.0,139.78,179.0,50.54,58.19,33.74,79.58,78.43,359.04,156.67,52.74,281.69,109.37,302.92,144.55,203.37,63.81,78.87,45.17,249.85,72.34,70.87,83.99,90.2,35.39,63.55,25.57,97.37,99.92,173.24,55.23,49.0,1021.71,93.45,32.01,364.16,64.48,126.44,205.71,194.92,146.74,480.55,59.75,17.15,35.88,87.81,157.27,191.2,73.98,73.16,56.48,482.28,196.51,131.84,115.89,80.92,18.29,96.9,290.38,63.48,267.18,51.34,71.4,130.46,120.0,85.27,130.61,242.62,910.38,73.68,303.91,72.97,62.41,43.79,193.55,117.05,153.45,110.15,290.97,658.24,74.09,104.01,258.54,69.25,42.98,38.54,54.39,37.7,9.29,107.09,79.6,19.84,37.42,22.65,224.06,491.39,251.62,201.43,59.98,47.63,122.69,111.99,103.25,124.18,608.0,1010.92,26.1,6.17,117.47,66.01,320.94,72.12,146.91,19.84,259.1,63.21,390.27,212.27,28.38,16.0,33.13,261.44,16.21,193.74,441.03,20.43,88.97,73.18,23.09,170.84,253.23,81.04,56.25,27.01,600.42,563.77,17.21,57.86,186.5,91.72,158.9,171.87,126.54,109.14,163.73,84.25,259.05,35.98,82.5,16.98,158.21,140.19,21.61,26.21,699.16,30.65,63.93,64.89,247.79,76.17,43.74,9.14,129.67,120.37,905.16,37.97,41.87,446.46,85.79,245.5,4.51,75.99,189.44,147.98,277.21,234.61,482.34,74.71,564.82,81.64,309.95,620.85,90.74,90.58,84.05,1253.3,34.67,57.12,91.82,392.53,166.9,116.46,61.54,63.98,51.92,492.85,129.24,429.55,581.27,80.8,118.22,963.07,6.37,42.12,28.06,69.38,80.02,40.09,242.18,109.12,459.97,23.72,14.99,105.11,134.81,120.15,7181.95,1353.46,48.65,81.76,96.64,164.76,210.75,655.0,148.76,70.73,92.98,152.02,24.13,26.1,154.02,127.41,90.86,188.56,113.68,34.45,87.53,171.97,278.77,122.77,112.75,80.7,305.7,102.92,74.88,70.96,154.44,259.26,171.55,270.73,151.73,56.57,75.56,702.78,23.4,232.69,231.28,58.45,284.33,51.4,572.5,138.02,238.16,525.36,294.9,218.2,40.91,100.67,33.0,71.9,920.96,355.51,182.58,64.12,64.57,336.92,88.29,30.64,85.61,114.49,97.52,388.9,59.26,454.71,74.72,264.17,103.73,84.31,122.5,151.76,139.11,108.81,281.95,191.3,73.25,86.89,154.38,89.87,172.34,25.09,254.79,111.31,523.23,123.49,54.72,344.28,1349.52,70.68,60.99,46.28,44.34,365.78,6.78,245.07,92.17,117.63,633.17,468.56,186.06,81.72,129.63,68.66,235.03,290.11,43.27,474.5,24.59,355.74,41.0,245.12,62.12,11.23,96.79,229.61,373.06,105.6,76.62,151.52,48.2,10.77,181.19,30.06,102.69,56.26,88.19,70.76,128.78,153.71,104.05,164.98
26-Feb-25,147.43,66.16,135.96,203.01,358.35,441.5,37.7,10.92,105.81,134.47,313.85,79.58,77.53,99.08,129.42,63.98,188.43,172.73,54.85,214.35,99.33,15.18,106.89,296.1,78.17,200.73,135.06,525.27,188.18,306.38,66.23,332.32,22.01,240.36,168.51,66.22,46.98,96.38,328.33,206.28,26.57,149.99,285.67,311.38,3392.97,221.58,185.75,43.94,35.26,227.59,90.41,276.19,140.49,953.77,173.04,5034.55,30.06,69.99,101.56,57.38,212.94,236.34,98.18,253.94,40.04,196.77,127.18,82.52,24.12,342.58,205.31,140.68,180.23,52.65,56.9,34.04,77.78,78.7,353.48,155.14,53.42,273.66,108.59,305.34,140.18,204.31,64.08,79.07,44.99,247.99,73.2,70.8,84.15,90.17,35.1,63.7,25.36,96.13,99.96,178.35,56.27,50.01,1031.97,91.63,31.98,366.72,63.86,128.54,209.44,194.04,145.95,478.52,61.7,18.81,35.46,89.91,159.38,190.22,74.19,74.14,57.11,479.11,197.68,132.65,116.31,81.45,18.57,98.19,297.35,69.14,266.47,52.61,71.96,131.19,119.86,86.15,129.84,243.62,910.28,72.82,301.55,73.28,63.46,44.06,199.54,117.4,153.91,109.46,294.82,673.7,73.89,105.04,256.12,68.91,42.83,43.05,55.16,38.2,9.47,109.02,79.91,19.93,37.95,23.29,226.92,498.17,249.24,201.61,59.29,48.46,122.1,110.46,101.52,121.93,617.77,1008.08,25.92,6.44,115.58,68.02,319.91,72.55,145.47,20.37,259.96,64.36,390.48,211.33,28.73,16.01,33.83,255.07,16.06,195.8,457.81,20.76,94.05,74.3,23.52,171.17,255.84,80.57,55.73,27.66,625.51,580.93,17.19,59.58,190.95,93.08,160.32,171.76,126.4,109.16,163.08,84.91,258.79,35.99,82.62,16.86,160.36,139.16,21.68,26.17,738.52,30.62,63.8,64.74,252.07,81.3,43.73,9.41,129.59,121.52,915.01,37.38,41.76,441.5,84.2,247.07,4.71,76.2,189.7,146.3,282.16,231.56,491.13,76.03,561.27,80.16,304.27,623.62,90.58,89.38,82.54,1289.52,35.17,59.77,97.71,399.73,164.22,118.67,62.06,63.45,51.65,498.34,131.05,426.27,579.44,80.04,124.49,990.06,6.66,43.58,28.08,71.01,81.17,39.99,242.06,109.4,454.87,25.05,14.94,113.33,134.57,131.28,7209.67,1330.42,48.55,83.76,95.76,172.47,212.75,660.59,149.26,72.05,93.28,151.51,24.9,26.42,154.74,125.44,91.64,187.02,115.04,34.87,85.9,171.3,273.43,122.16,111.92,82.93,304.3,104.45,78.3,74.54,162.1,268.81,173.46,275.79,151.39,56.1,75.25,706.94,23.38,231.57,234.61,59.51,287.09,51.27,575.15,138.78,244.11,529.24,307.33,215.49,40.6,100.27,33.61,72.85,941.96,359.59,184.24,66.78,64.95,339.06,88.75,30.69,87.42,113.0,97.33,391.74,59.73,470.46,74.23,263.58,104.74,86.56,124.04,152.72,177.63,114.81,290.8,198.24,73.07,86.34,153.3,90.99,171.29,25.22,248.85,111.83,533.29,124.89,55.14,350.71,1332.8,71.39,60.3,45.75,43.72,366.73,6.98,245.48,97.4,116.89,642.97,463.59,180.12,77.28,130.16,68.28,237.07,288.03,43.18,479.1,25.34,350.63,40.27,250.53,61.39,11.04,96.2,228.69,384.98,105.71,76.45,150.65,50.16,10.74,183.0,29.83,104.3,56.9,91.1,69.97,128.5,151.5,104.92,164.99
25-Feb-25,146.54,66.99,135.82,204.14,362.95,443.41,45.88,10.86,106.73,134.18,317.36,78.05,78.42,100.93,129.89,63.75,190.48,175.42,56.0,212.8,99.41,15.13,107.64,293.34,79.02,203.75,137.25,522.0,186.95,315.63,65.01,330.4,22.38,247.04,165.54,66.65,48.76,92.88,331.83,206.8,26.65,150.39,283.72,313.37,3425.6,223.62,186.38,43.94,35.94,230.05,90.09,277.36,143.46,958.01,178.27,5033.83,29.99,69.9,100.72,58.21,202.54,236.8,98.77,248.9,41.66,193.91,127.81,82.96,23.74,342.36,208.06,138.7,182.58,54.42,61.33,34.22,78.41,79.0,358.73,156.42,52.47,277.45,110.57,313.9,139.94,205.82,64.27,78.14,44.41,250.82,73.08,71.49,84.84,92.29,35.85,64.25,26.1,97.08,100.97,178.02,56.77,49.67,1055.66,93.33,32.09,361.05,63.66,132.11,210.41,197.69,142.98,487.59,61.79,18.82,35.88,88.32,158.16,187.73,78.58,76.22,57.43,470.14,198.36,133.39,117.29,81.88,18.55,98.93,287.55,70.93,265.69,52.16,71.45,131.73,119.72,85.44,131.32,245.39,906.66,72.98,301.24,74.78,63.8,44.04,199.76,118.48,161.28,109.73,292.98,657.5,74.6,105.61,256.48,69.31,43.01,43.5,54.61,38.24,9.42,108.06,79.6,20.23,36.76,22.47,226.04,503.07,249.91,199.27,61.59,46.71,123.13,111.53,103.43,123.48,614.91,1003.56,26.23,6.44,116.41,68.55,333.07,75.82,146.95,20.29,257.95,65.23,393.29,212.0,29.42,16.02,34.1,259.27,15.81,196.44,459.86,20.71,95.76,74.4,22.99,171.21,257.75,80.28,55.3,27.78,555.63,573.74,17.33,60.44,190.97,92.4,160.69,174.05,127.15,112.47,166.09,83.9,257.4,36.03,82.69,16.67,172.17,141.3,21.85,26.1,724.97,31.73,65.47,61.37,252.87,80.29,44.36,9.63,130.74,124.32,901.8,37.33,41.54,448.46,84.99,242.39,4.44,77.63,190.61,150.59,277.46,234.2,490.29,76.09,564.03,82.8,310.72,627.08,90.48,91.43,82.2,1308.89,35.52,60.17,93.22,397.9,164.72,118.77,60.82,65.88,52.13,501.9,129.6,426.47,584.54,79.55,122.62,977.24,6.77,42.93,28.36,71.28,81.72,39.84,245.1,110.76,461.01,24.59,14.97,102.44,136.08,126.63,7335.4,1346.58,48.89,83.87,95.77,168.54,212.64,657.17,151.0,74.07,93.34,156.42,25.22,26.74,157.42,126.26,93.16,186.47,114.39,34.98,85.36,172.65,278.52,122.61,111.1,83.23,308.6,106.23,76.82,75.12,161.22,264.39,175.41,268.17,150.94,56.24,75.45,723.47,23.37,233.51,236.19,59.63,288.75,51.38,587.34,136.45,237.57,533.38,305.88,219.17,41.01,99.72,34.0,70.64,922.29,353.03,183.8,66.14,64.17,341.52,89.85,30.25,87.8,114.59,97.21,390.3,59.51,457.95,74.44,270.54,106.23,84.03,127.39,151.94,177.63,111.35,302.8,199.98,73.24,86.75,157.02,90.26,178.65,25.51,252.51,110.53,539.55,122.7,57.01,348.78,1333.73,71.36,61.34,45.91,43.79,365.7,7.11,245.89,96.58,118.11,638.62,470.38,189.01,76.37,133.66,68.15,238.24,299.72,43.71,480.35,25.26,352.09,39.38,249.79,62.82,11.38,97.69,230.75,380.83,105.89,76.0,151.74,49.07,10.91,182.05,30.2,104.2,56.18,91.03,70.45,128.06,154.15,107.35,168.53
24-Feb-25,145.48,66.23,134.95,204.08,363.91,444.42,42.81,10.72,104.09,135.28,309.39,77.65,81.03,97.18,127.93,63.85,188.75,179.25,55.25,212.71,98.84,15.31,106.29,295.53,78.57,192.0,133.59,531.03,185.78,309.72,67.13,333.63,22.87,247.1,168.57,66.79,48.4,92.69,328.49,202.8,26.74,150.24,285.26,312.2,3401.0,220.97,184.54,44.46,35.08,230.31,88.7,280.15,141.27,952.8,179.91,5049.08,29.74,68.84,104.39,57.88,207.93,236.43,100.68,252.95,41.33,199.92,127.55,82.89,23.63,338.92,210.79,137.89,186.69,52.93,58.93,34.2,77.51,80.12,365.8,157.89,51.21,273.44,107.59,301.02,137.13,203.35,63.24,78.54,44.37,247.75,72.12,70.59,84.55,90.11,36.3,64.83,25.82,98.82,99.68,178.97,56.75,50.78,1035.6,92.56,31.81,360.47,63.02,126.42,211.14,194.94,142.04,484.55,61.49,19.05,37.31,90.75,159.69,193.17,79.03,75.31,56.87,455.64,199.46,132.38,115.92,81.82,19.31,98.23,289.85,69.99,263.81,52.23,72.76,134.05,120.68,85.29,133.63,239.87,909.01,72.21,298.47,75.1,63.03,43.35,199.97,116.55,159.04,111.27,293.21,668.13,74.78,105.63,253.54,69.37,42.99,42.88,54.86,37.97,9.35,108.69,80.1,20.36,37.11,22.74,222.81,497.56,246.27,198.71,61.34,46.57,122.18,111.03,103.84,122.72,626.14,998.02,26.74,6.11,113.82,67.05,319.57,77.64,148.75,20.75,258.9,65.01,382.42,209.91,29.23,16.25,34.67,255.0,16.02,196.62,463.66,20.82,93.96,74.01,24.27,168.42,261.87,79.61,55.3,27.57,567.24,591.01,17.62,62.89,194.75,91.46,162.69,172.61,128.39,110.96,163.74,84.03,261.34,35.96,82.72,16.77,173.47,140.04,21.79,26.47,737.57,31.36,64.88,65.37,251.43,83.34,45.11,9.58,128.3,119.81,881.4,37.39,41.25,440.27,84.38,237.08,4.33,77.31,192.9,152.7,276.76,232.85,490.64,74.05,559.0,81.22,307.57,605.76,90.17,91.27,81.21,1309.97,36.37,60.83,95.41,404.0,162.85,115.41,61.2,65.36,52.56,500.95,129.97,420.7,573.55,79.94,123.5,988.47,6.45,44.04,28.46,70.8,80.28,39.93,244.1,112.82,449.94,24.85,14.99,103.43,136.18,130.28,7062.02,1314.91,49.86,83.73,98.12,169.96,209.74,659.08,149.89,75.25,92.62,153.85,25.24,26.65,156.28,127.08,92.11,186.96,113.53,34.88,85.11,170.54,272.63,120.73,110.51,84.36,303.35,101.7,78.54,75.27,161.1,259.36,174.06,275.65,151.68,57.31,74.33,713.25,23.44,232.71,229.65,60.49,292.63,51.42,576.58,135.93,237.66,533.22,308.32,212.84,41.53,100.08,32.13,87.18,927.58,343.87,184.65,66.53,63.41,335.98,88.89,30.27,86.8,113.19,98.55,387.92,60.57,470.08,73.65,268.13,106.57,84.39,125.77,153.2,177.64,113.58,330.53,200.74,72.53,88.01,154.67,90.06,177.84,25.34,248.24,111.2,535.55,121.47,56.06,346.88,1313.03,70.93,60.87,45.61,43.19,363.89,7.21,242.33,97.77,116.16,632.0,461.52,181.46,74.76,135.06,67.76,233.15,297.01,43.32,481.65,25.25,349.86,38.7,251.56,62.31,10.82,93.67,229.68,379.27,104.88,77.22,150.64,49.02,10.64,182.0,29.98,101.1,57.33,90.15,70.78,128.23,150.23,105.98,165.31
21-Feb-25,144.98,65.98,134.92,202.08,364.26,444.32,43.44,10.59,102.16,135.37,309.89,76.73,81.2,95.57,127.16,62.81,185.66,179.66,55.05,216.58,98.54,15.23,105.33,295.4,76.65,191.55,132.68,530.48,186.19,303.01,67.58,334.21,22.79,245.55,171.98,66.68,48.19,98.3,325.56,200.03,26.62,149.9,285.0,310.76,3368.98,218.92,184.36,44.81,33.82,227.43,89.78,280.08,140.64,974.22,177.15,4990.64,29.49,68.86,104.49,55.83,218.66,235.33,100.88,258.34,40.59,200.2,127.06,82.61,23.22,340.04,210.93,135.78,186.5,52.76,57.68,34.29,77.9,80.44,361.0,156.92,51.51,267.25,105.33,299.81,135.14,204.43,63.98,79.65,44.88,248.87,71.49,71.35,84.87,89.47,36.24,65.42,25.79,97.94,98.26,175.97,56.59,51.49,1035.03,92.19,32.3,366.92,63.48,125.98,210.23,191.21,142.4,489.98,60.0,18.75,37.49,88.78,165.36,194.34,76.69,74.96,57.43,462.37,200.54,131.99,115.55,81.65,19.56,98.72,297.37,69.39,264.69,52.17,73.3,130.95,121.85,85.09,133.08,238.03,919.68,71.56,294.74,71.8,63.37,43.39,196.81,116.4,155.95,110.69,295.56,683.55,74.78,104.25,254.19,69.85,42.88,42.29,55.39,38.25,9.28,110.02,80.03,20.53,36.98,22.23,224.71,487.9,243.06,199.83,61.0,46.29,121.63,109.95,103.18,122.59,625.6,1007.9,26.26,6.14,111.44,67.56,316.42,77.24,148.11,21.14,259.49,64.49,385.3,211.94,29.65,16.34,34.63,255.91,16.15,192.98,452.77,20.92,94.2,72.11,24.87,167.87,261.48,79.89,55.56,27.07,565.47,591.79,17.48,63.17,191.04,91.78,167.71,171.13,129.06,110.01,162.3,85.28,264.24,35.99,82.66,16.93,175.45,140.26,21.52,26.41,754.3,31.13,65.06,65.21,249.85,86.02,44.02,9.54,126.82,120.57,873.68,37.55,40.49,440.72,82.76,239.17,4.66,76.96,193.53,153.74,277.47,230.01,489.84,74.83,557.51,80.14,304.81,597.71,89.94,89.5,81.01,1286.54,36.0,61.07,98.84,408.21,160.67,115.9,60.33,64.67,53.0,500.28,131.69,421.9,578.34,81.07,124.47,1003.15,6.8,45.33,28.53,71.58,76.5,40.07,247.76,112.97,447.96,24.11,15.11,105.96,135.23,134.43,7094.8,1303.41,50.42,82.3,98.1,167.81,207.92,666.97,148.51,74.95,92.94,153.5,25.34,26.3,154.4,128.78,91.58,188.05,114.8,34.72,84.38,170.23,266.19,120.97,109.5,83.96,304.19,103.11,78.7,76.07,165.43,269.36,172.24,277.68,151.54,57.09,73.33,700.33,23.39,230.87,231.69,60.0,295.22,51.29,574.05,136.61,234.26,533.4,309.8,213.0,41.74,100.85,32.35,87.1,938.41,344.57,183.8,67.21,62.73,335.88,88.4,29.81,87.95,111.75,98.7,382.78,61.41,474.84,73.22,265.17,106.27,84.59,124.27,154.51,175.64,115.91,337.8,202.0,72.34,87.25,157.25,88.48,172.86,25.76,240.03,108.66,532.55,121.11,56.37,354.83,1290.13,71.47,60.45,45.87,42.83,361.54,7.09,245.55,95.89,116.33,657.29,466.42,180.03,74.06,134.74,66.08,231.87,295.11,42.76,484.24,25.51,348.53,38.78,252.86,60.97,10.16,94.78,228.03,374.82,104.05,77.5,148.58,51.93,10.66,184.63,29.71,104.8,57.44,90.76,69.94,127.34,148.75,104.83,160.46
20-Feb-25,149.08,66.79,133.17,200.88,384.84,454.69,44.34,10.67,104.28,136.79,314.28,98.03,82.51,95.52,127.11,61.62,189.18,184.56,54.33,222.88,97.21,15.86,104.35,303.86,76.25,192.38,128.67,541.01,188.78,297.93,69.37,340.46,23.62,245.83,176.01,67.62,46.55,103.4,325.13,200.98,26.15,147.62,291.02,311.97,3406.66,219.38,184.27,45.3,33.44,227.93,90.94,285.63,137.08,989.38,180.88,5018.23,30.25,69.57,105.36,55.79,226.74,236.3,100.42,270.23,39.34,205.37,127.38,85.6,24.56,349.15,208.91,141.67,192.8,52.61,58.48,33.73,80.26,81.83,363.01,158.79,53.05,267.49,104.43,299.68,135.77,205.93,64.67,81.34,46.18,248.32,70.7,70.04,87.54,87.87,36.41,67.01,24.84,102.0,95.76,172.33,58.22,51.87,1034.83,91.23,32.46,384.39,65.09,128.68,207.95,195.1,145.92,495.79,63.75,18.95,38.55,89.34,172.0,199.9,76.13,76.29,56.32,471.76,206.43,131.18,113.16,82.85,20.17,100.56,308.82,69.46,267.34,51.9,74.71,129.99,124.75,85.86,135.67,241.22,940.25,71.66,294.41,71.34,63.38,43.17,205.14,117.26,155.94,112.0,304.6,694.84,75.14,104.53,268.46,69.85,43.61,41.38,57.46,38.19,9.39,114.21,81.84,20.73,38.96,22.4,229.01,503.16,246.2,208.74,59.19,47.89,123.27,110.03,105.58,124.27,642.26,1024.3,26.99,6.16,112.37,69.06,321.5,78.05,150.96,21.74,267.81,64.32,394.64,211.35,28.85,16.76,34.72,271.3,16.42,196.07,452.86,21.31,97.2,71.38,26.09,166.79,264.74,80.14,56.06,27.56,579.08,606.57,17.86,64.6,194.01,93.5,168.54,168.7,130.13,107.3,159.68,88.83,266.8,36.07,82.45,17.58,184.9,138.97,21.62,26.59,777.63,30.16,64.39,72.4,249.17,89.02,44.97,9.79,130.05,122.69,873.12,38.77,41.75,436.29,82.98,246.42,4.69,77.61,197.45,158.27,287.2,230.57,506.04,76.28,563.28,79.21,303.05,603.51,87.94,87.68,82.74,1303.13,38.3,64.3,103.18,416.13,160.08,118.0,60.4,62.17,51.21,511.62,134.34,434.51,574.35,82.54,124.55,1024.54,6.8,48.09,28.85,70.14,77.23,39.98,249.41,113.53,438.11,25.68,15.44,111.07,139.95,140.11,7258.0,1312.44,52.09,83.6,98.63,176.0,209.68,695.46,150.26,77.63,95.25,149.1,25.24,25.9,151.57,131.55,90.77,191.89,117.89,34.15,86.56,167.21,267.67,120.9,111.13,84.67,304.06,105.84,78.66,77.1,173.7,281.16,172.14,286.5,155.07,56.52,73.28,696.02,24.06,230.86,232.79,60.03,303.18,51.33,581.42,139.09,243.89,535.43,318.43,210.03,42.6,102.64,33.05,86.01,967.98,350.02,186.71,67.32,64.44,338.49,87.82,30.61,89.93,113.34,99.64,386.41,63.85,493.97,71.22,265.4,108.49,86.52,128.13,155.78,175.13,118.55,354.4,203.96,72.43,87.16,153.07,88.69,166.1,26.62,241.24,110.55,537.83,122.98,57.74,366.64,1312.54,73.21,59.11,46.76,43.01,366.68,7.16,247.65,102.49,116.6,694.77,502.42,184.17,74.79,139.14,66.85,233.88,292.7,42.49,480.33,26.48,350.49,39.7,258.59,60.4,10.51,97.21,229.12,380.81,103.53,78.63,150.32,53.89,10.74,192.11,29.97,106.07,58.45,93.47,69.32,129.73,150.96,103.63,157.42
