Date,Close Price
18-May-21,4127.83
17-May-21,4163.29
14-May-21,4173.85
13-May-21,4112.5
12-May-21,4063.04
11-May-21,4152.1
10-May-21,4188.43
7-May-21,4232.6
6-May-21,4201.62
5-May-21,4167.59
4-May-21,4164.66
3-May-21,4192.66
30-Apr-21,4181.17
29-Apr-21,4211.47
28-Apr-21,4183.18
27-Apr-21,4186.72
26-Apr-21,4187.62
23-Apr-21,4180.17
22-Apr-21,4134.98
21-Apr-21,4173.42
20-Apr-21,4134.94
19-Apr-21,4163.26
16-Apr-21,4185.47
15-Apr-21,4170.42
14-Apr-21,4124.66
13-Apr-21,4141.59
12-Apr-21,4127.99
9-Apr-21,4128.8
8-Apr-21,4097.17
7-Apr-21,4079.95
6-Apr-21,4073.94
5-Apr-21,4077.91
1-Apr-21,4019.87
31-Mar-21,3972.89
30-Mar-21,3958.55
29-Mar-21,3971.09
26-Mar-21,3974.54
25-Mar-21,3909.52
24-Mar-21,3889.14
23-Mar-21,3910.52
22-Mar-21,3940.59
19-Mar-21,3913.1
18-Mar-21,3915.46
17-Mar-21,3974.12
16-Mar-21,3962.71
15-Mar-21,3968.94
12-Mar-21,3943.34
11-Mar-21,3939.34
10-Mar-21,3898.81
9-Mar-21,3875.44
8-Mar-21,3821.35
5-Mar-21,3841.94
4-Mar-21,3768.47
3-Mar-21,3819.72
2-Mar-21,3870.29
1-Mar-21,3901.82
